originSize: 158823    uniqsize: 29003
SIP DIP  SP   DP    PROT     NUM: 
730555766 16920503  15113   9339    6     2
3313441155 3326272512  53   37543    17     1
730555769 27136379  9477   9339    6     1
1783899909 22738387  3580   9339    6     1
1838352470 23563012  15867   9339    6     1
730555661 21792296  8278   9339    6     1
3537672369 2439446795  55000   5558    17     1
730555750 16794434  10910   9339    6     1
1671310342 21123346  39750   8100    6     4
730555763 24050628  36541   9339    6     1
730555660 16918200  9873   9339    6     1
1806329515 3624976158  27280   53    17     1
3597182460 602983408  53781   443    6     2
730555752 26651413  23400   9339    6     1
1109602102 736931049  2396   40317    17     1
1845464563 66806830  63161   80    6     1
666307576 19111945  55000   5558    17     1
2476397313 23906566  56610   443    6     1
2579601195 3504995922  443   53603    6     1
2476397399 737097101  41538   443    6     1
1956914506 66650764  13140   443    6     5
1711678226 23905357  64863   80    6     3
2153007078 26312084  49322   80    6     1
1454303418 737906864  59824   443    6     1
529925127 100432183  2522   80    6     1
2345644715 3376305065  56858   80    6     3
1838352495 16922196  33006   9339    6     1
1709074852 3328255286  19461   53    17     1
3617878594 602983365  52876   443    6     2
730555765 16962131  58818   9339    6     1
1886300624 23111341  7834   443    6     2
1808591734 2637498160  61666   443    6     1
2116472883 24953405  10080   61703    6     1
730555656 16851627  32183   9339    6     1
730555813 19089274  18013   9339    6     1
730555749 16794068  18994   9339    6     1
1671311015 19814257  58680   8100    6     4
730555823 2310461246  2960   9339    6     1
1956958292 23494408  2028   443    6     1
1114273797 2472880725  49906   443    6     1
3722040327 1760528520  12317   4500    17     2
3260958962 1130493328  53   32803    17     1
2960252665 3510122107  443   58058    6     1
1239698964 1160143866  443   12074    6     1
1137080162 3519287399  63040   8088    6     1
849266613 23115912  4125   80    6     2
1988987838 23105349  54196   443    6     4
730555656 26651413  1314   9339    6     1
1904656830 23826164  57924   443    6     2
3537759507 3384391978  53870   53    17     1
2153053168 66650679  17135   443    6     2
1886890656 23488861  59200   443    6     1
1805949777 3538884835  40609   80    6     1
3723919254 734964507  55154   80    6     1
1956959272 19298194  23704   9339    6     1
730555665 17765265  10538   9339    6     1
1799972329 2612429372  13640   80    6     2
400948221 59347245  51609   80    6     1
730555019 2310469933  18781   9339    6     1
822324227 734964507  25457   80    6     1
203438457 66642829  52093   443    6     1
1972964366 66795535  61641   80    6     1
1956941044 59434107  61818   443    6     3
1377152264 2579574754  53   33251    17     1
2196165806 1875764463  11560   58862    17     1
2462734370 3530320757  53529   80    6     2
2131128027 381247427  80   64211    6     1
2153012112 22138986  35791   443    6     1
1266011896 723819386  54823   80    6     1
1864749043 65930487  9491   80    6     1
730555751 736977402  3634   9339    6     1
3623954612 603851768  443   39896    6     2
1492142957 1875764382  54753   53879    17     1
1642694188 3530307824  59010   80    6     1
730555775 17802978  58742   9339    6     1
2153052959 2439472956  15999   443    6     1
1760125342 59347361  51473   80    6     2
1864759925 65881880  28358   443    6     1
1695033794 1714177464  443   54399    6     1
730555665 2310507058  34966   9339    6     1
1864743810 1875764321  43448   8085    17     1
730555748 22100091  12080   9339    6     1
3627045089 3326272533  53   16902    17     1
730555804 16842478  9618   9339    6     1
1276037752 26340506  38870   443    6     1
3710551646 602983408  47907   443    6     9
2153011789 1797216931  59696   80    6     3
3625049047 3625048549  80   50723    6     2
1838352470 16922196  19722   9339    6     1
3084700305 67012690  54550   443    6     9
1098714903 722848997  52982   443    6     1
2047005742 19904842  23329   80    6     3
2959347706 734983579  51506   443    6     3
1805949717 21764586  36717   80    6     1
1956915130 2310533500  64814   443    6     1
2187173814 66984537  16347   80    6     1
1928459763 1797015405  43713   443    6     1
3481805664 23111441  13889   443    6     2
1864749003 24929679  18848   443    6     1
1580321817 1875764425  57853   58636    17     1
2308994929 2579574373  56207   80    6     6
3710379925 2828161517  28140   443    6     2
2850753826 2828224261  50781   443    6     1
1671311029 21123346  53846   8100    6     2
730555753 23563012  5374   9339    6     1
3617878717 602983364  58442   443    6     2
2341638439 602983364  11862   443    6     1
3408351246 24951121  60472   443    6     1
828619539 734963322  52235   443    6     1
3170736191 3326272516  53   4695    17     1
828335386 1714137774  57928   443    6     9
1242326349 721980528  57494   443    6     4
1886899794 23484402  50475   443    6     1
1038934574 722850774  34250   443    6     2
1886902129 2310420558  12616   443    6     1
730555795 17802978  29944   9339    6     1
1838352396 17804973  4063   9339    6     1
259780734 3710835955  50423   80    6     3
172879506 737140736  51416   443    6     2
1886896022 23490516  36769   443    6     6
2153006458 3538887706  44930   9339    6     1
2057077836 23108466  56654   80    6     1
1163810131 1245157949  80   58333    6     1
3711218633 2405664728  22545   62283    17     1
2123641827 2579574489  65354   80    6     1
3562362209 26652422  24025   9339    6     2
3483966763 23492385  28423   443    6     1
1807931603 3547002473  2764   80    6     1
1956958925 66794281  6486   80    6     2
730555786 16918200  38315   9339    6     1
730555770 26872452  34507   9339    6     1
1864759841 24106930  24668   80    6     1
1956913656 17797068  49317   9339    6     1
1956914116 66650883  16987   443    6     1
3085819661 19718129  19416   443    6     1
730555762 26872452  33218   9339    6     2
730555804 16842478  1291   9339    6     1
730554381 16932734  57876   9339    6     2
730555818 19282782  1764   9339    6     1
1838352616 2310469933  22867   9339    6     1
730555783 22738387  52463   9339    6     1
1967145491 59483340  52346   443    6     1
730554389 24038194  5929   9339    6     1
730555778 736977402  3278   9339    6     1
3074880399 66029009  52226   80    6     1
2170467983 1797078025  80   1063    6     1
730555813 26886092  64451   9339    6     1
666229808 602983381  47037   80    6     1
822274385 2828223805  50721   443    6     1
730555761 16851627  32104   9339    6     2
1763909215 1875764445  65368   61697    6     1
666227468 602983381  31273   80    6     1
2350759208 602983408  61835   443    6     3
1783899795 24038194  65054   9339    6     1
1671310357 18975041  52883   8100    6     2
2341638408 602983364  30775   443    6     1
1783900014 19114671  47100   9339    6     1
3617882022 602983364  29200   443    6     9
1383203627 1875764470  52390   59696    6     1
1846946887 2300810136  58593   58986    17     1
345939801 23810384  63598   443    6     1
730555746 17804973  5560   9339    6     1
2313583713 3374151276  0   142    1     1
2119071868 65884619  62959   443    6     1
1183900864 1714138141  62992   443    6     1
2387341928 3710835828  63186   443    6     1
3724073043 3625048555  514   35119    6     3
2153053372 2439470793  28990   80    6     3
2579601187 2579574754  443   50126    6     9
1956913173 17767633  1142   9339    6     1
2685916181 2637498115  63292   5938    6     2
730555753 19114671  55556   9339    6     1
2747496020 66883051  62783   80    6     1
345650557 67055318  60218   443    6     1
2579601189 3504996323  80   58939    6     1
730555774 21792296  46966   9339    6     1
3675559246 3376295543  62513   443    6     1
1980431393 23518214  64171   25    6     1
205355075 734963822  6907   443    6     1
730555806 19282782  10275   9339    6     13
2313609527 2579574728  53127   9050    6     1
730555806 19012239  14193   9339    6     2
730555751 26951074  8550   9339    6     1
730555016 16918200  22615   9339    6     1
2449516294 722001440  50309   80    6     3
1956937913 19060200  12509   9339    6     8
2158901317 737102768  41452   80    6     1
1170308188 18905674  33408   80    6     1
3386467184 3382354815  443   27118    6     1
1838352470 1797105836  51461   9339    6     5
2047111574 24933208  45946   443    6     1
2153011018 26294287  42125   80    6     1
3691266424 24053034  3399   443    6     1
3354862349 300601306  80   55132    6     2
3264191865 2579574714  80   38323    6     1
1838352614 19267887  29295   9339    6     1
730555751 27136379  20402   9339    6     1
3542209929 3547002475  37854   80    6     1
730555786 17573443  23135   9339    6     1
1671311028 59063473  46470   8100    6     4
1864759743 17322646  13189   80    6     1
730555801 19325884  33027   9339    6     1
2450080436 737137075  59357   80    6     1
3348621100 390258631  25   20992    6     1
730555665 2310507058  51230   9339    6     10
314048993 16963922  44782   9339    6     1
730555775 26651413  22305   9339    6     1
259780734 3710835949  64103   80    6     3
1838352470 21792296  53148   9339    6     1
730555750 24050628  48279   9339    6     2
1113226239 734982480  35360   80    6     2
730555766 22100091  43986   9339    6     1
2134302477 2579574585  56360   443    6     2
2301652603 3547002473  54410   80    6     2
1800300800 3547002475  18553   80    6     3
730555805 2310461246  55514   9339    6     1
730555754 19325884  44130   9339    6     1
738191639 3710835952  35037   80    6     74
730555753 21792296  54845   9339    6     1
3525125039 655755516  11891   61284    6     1
1956960863 737135090  1125   443    6     1
1864759847 52999541  49175   80    6     1
2153011961 26652422  52762   9339    6     1
2153050682 65966135  10696   80    6     1
3401786421 602983415  52413   443    6     2
2060682117 66977792  54565   80    6     1
1853742064 3530309398  59435   80    6     1
2452657600 3504996332  48433   443    6     1
730555019 26425636  52557   9339    6     1
1163607331 734964507  1295   80    6     1
1956925192 23813425  63773   443    6     1
1838352478 2310469933  50470   9339    6     1
1153421459 722836099  61808   80    6     1
730555807 26699966  10221   9339    6     2
730555744 22100091  48569   9339    6     1
256162724 1760530380  5060   5050    17     1
1805944620 737142301  46475   80    6     1
3430811749 53226927  60000   443    6     1
1783899791 21792296  53967   9339    6     1
343992542 23824431  62923   443    6     3
2150868683 23111516  21021   443    6     26
730555816 16835430  49928   9339    6     5
1805944794 60236939  46244   80    6     1
1375437972 1875712498  30865   57026    6     8
2127053169 21014933  49927   443    6     1
730555663 24038194  54134   9339    6     1
1713169314 2579574638  38764   9050    6     4
730555754 19068949  55382   9339    6     1
730555752 27136379  9015   9339    6     1
1838352474 16851627  43937   9339    6     1
730555789 1797105836  54110   9339    6     1
2815524003 66651034  51013   443    6     1
1864759872 60292698  40530   80    6     1
2184550124 23907678  64619   443    6     1
657839871 938006956  58134   9225    17     1
1202437805 3530314161  50903   80    6     1
1838352451 26425636  26114   9339    6     1
2933553672 722843138  0   21531    1     1
2311383571 2579574365  64165   443    6     4
730555751 26425636  51408   9339    6     1
730555768 23428916  3073   9339    6     2
1783900014 19261681  52319   9339    6     1
730555807 99665261  7970   9339    6     1
730555798 16881078  62720   9339    6     1
1249875626 721987832  53960   443    6     2
2153006260 65878115  10579   80    6     1
2316069580 2828227989  49654   443    6     1
88805478 734983394  39810   80    6     4
2060007406 3384391987  47158   53    17     1
1956923714 17797068  25065   9339    6     1
730555748 22100091  33878   9339    6     1
1838352616 19261681  11731   9339    6     1
1719888158 3530305953  51461   80    6     1
1783899786 17573443  52396   9339    6     1
2451598691 3502400753  80   52835    6     1
3537758327 1176388991  53   61951    17     2
1821135856 737100516  47960   443    6     2
1864759863 52999541  18849   80    6     1
1671311028 19741114  55690   8100    6     2
1838352616 1797105836  17780   9339    6     2
730555755 24050628  13959   9339    6     1
730555663 16851627  20616   9339    6     1
1783899909 27136379  37297   9339    6     1
3619443778 602983364  36698   443    6     4
1745717419 1093332302  44466   80    6     3
1956925302 26328468  8617   443    6     1
3597182458 602983408  34359   443    6     1
1097171130 1163559361  8280   49197    6     3
1968047428 23489752  56792   443    6     2
730555749 99651588  33643   9339    6     1
1900060215 381316220  771   22330    1     1
3566780140 66758281  48706   80    6     1
1169080561 59349791  51149   80    6     2
2131764493 734972730  63487   80    6     1
730555662 16881078  52309   9339    6     2
1163182052 2637498114  6118   5938    6     1
1671310356 66037573  42442   8100    6     2
730555773 99651588  10815   9339    6     1
730555016 17630602  7303   9339    6     1
2270224514 602983411  33869   443    6     5
3566780140 23105640  30452   443    6     1
730555752 16932734  16217   9339    6     1
3597182436 602983408  49233   443    6     1
3483982506 23482233  26095   443    6     1
2023999026 2310420220  17509   443    6     1
2700659764 2453726476  29200   64532    6     1
2817842012 66746045  56749   80    6     1
3524525046 3326272529  53   50841    17     1
2579601196 2579574754  80   61656    6     2
1239709875 2376213191  80   50164    6     1
730555775 16920503  26430   9339    6     1
1127022296 2472880889  7601   80    6     4
730555770 19325884  62740   9339    6     1
1864759992 66800161  49232   80    6     1
1783899795 17804973  46054   9339    6     1
1617125801 24095281  19845   443    6     1
1149314115 3387941333  65200   2189    6     1
730555785 736977402  32662   9339    6     1
1951600763 3504996085  55714   443    6     2
730555657 19267887  62310   9339    6     1
1913373373 1797030161  58033   9339    6     1
3597184519 602983365  53649   8000    6     2
3086510763 24907690  45229   443    6     1
2187175251 66650878  13156   4244    6     2
3088415618 3547001370  80   52648    6     2
3341947675 1093333767  37857   80    6     3
3313266930 16895576  53858   9339    6     1
2388831710 2579592661  60394   443    6     15
2153005211 1797029520  19123   443    6     1
730554381 99651588  56594   9339    6     1
3349951245 2612429372  64642   80    6     2
257157340 2579592610  59031   80    6     2
2063128741 19346223  56457   9339    6     1
3086036513 26255364  63551   443    6     1
3253101926 737909777  56493   443    6     1
3483966814 23492385  41693   443    6     1
1719636423 3693459033  4352   53    17     1
3696790566 1257166175  8004   33129    6     3
3326166087 3526528238  25   51659    6     1
730555765 17802978  60708   9339    6     1
1671310356 59061308  54653   8100    6     2
1805944585 737142301  52665   80    6     1
1839651715 23853734  54582   443    6     2
3481830783 23111367  3457   443    6     1
497146712 3547002475  49851   80    6     1
3718880503 3504995920  53   39794    17     1
849265681 65953440  7378   443    6     1
730555664 19012239  53436   9339    6     1
3326355724 1498237369  22177   53    17     1
1474377661 0  0   0    246     1
1968483113 24946458  51021   80    6     1
730555822 23570923  24641   9339    6     1
730555656 2310469933  3550   9339    6     1
730555744 17573443  59937   9339    6     1
2079017121 26894408  51960   9339    6     1
738072831 2298563723  2048   34530    1     1
1604483583 731118635  39268   443    6     2
2452721890 3504996134  50150   443    6     1
2637644993 22108182  55000   5558    17     1
1805949713 23520610  41528   80    6     1
1240561039 731105499  33521   80    6     3
2390535233 372679974  781   13302    1     1
2169002947 3504996087  40181   443    6     1
2185946259 2612430333  56434   443    6     1
730555660 19267887  28394   9339    6     1
3692777709 724248614  80   46512    6     2
2123641774 2579574631  64572   443    6     1
730555791 24038194  14738   9339    6     2
666345627 23907823  54784   443    6     1
2012344917 23484120  47587   443    6     1
3694758381 2637498115  8438   5938    6     1
1539515535 938012234  55217   9281    17     1
1168893938 3502405113  80   8306    6     1
1841078329 60213129  60921   16970    6     1
1838352616 17802978  55920   9339    6     1
1864759781 65881880  46736   443    6     1
2341638431 602983411  51104   443    6     2
730555745 16918200  61932   9339    6     1
2341638441 602983364  53222   443    6     1
1838352470 26951074  42570   9339    6     1
730555745 26872452  35560   9339    6     1
1838352470 2310469933  16373   9339    6     1
1956916903 26703444  46450   9339    6     1
375383946 1093801673  443   58830    6     1
1192490118 60182133  37575   27017    6     1
730555660 27136379  42694   9339    6     1
2717732391 3530325900  56366   8080    6     3
730555747 26951074  56000   9339    6     2
730555661 24050628  15691   9339    6     1
730555819 16835430  58361   9339    6     1
1805944404 1797126337  39665   80    6     1
738003275 2579592700  35912   443    6     3
1800324965 1093332305  52968   80    6     2
730555767 26617408  60822   9339    6     1
1956917162 60266688  40224   443    6     1
2297867736 3720597290  778   64089    1     1
3597184539 602983364  53186   443    6     1
730555800 16851627  15789   9339    6     4
3625047163 3625048381  37822   443    6     2
3383048370 1711522164  13007   58479    17     1
2651476693 23111252  53996   80    6     1
2182511947 99814192  64470   443    6     1
730555760 26617408  20702   9339    6     1
3466873798 23127112  52098   443    6     4
2038686664 66822323  60728   80    6     1
1783899866 19267887  13880   9339    6     1
1800289206 724248746  25464   443    6     2
1249875626 734962677  50117   443    6     2
23871882 23905098  50750   80    6     11
2120895877 3328293904  32138   30123    6     1
1783899795 16918200  55580   9339    6     1
1076029868 1148890570  1024   4500    17     1
730555751 16851627  28042   9339    6     1
1868768800 1714137622  59300   443    6     2
656846686 734972696  52426   443    6     1
730555799 16918200  26663   9339    6     1
1921488477 23106009  19535   443    6     1
2406481259 381368264  58235   23    6     1
3575236588 67028241  10074   443    6     1
317192408 724248648  56394   443    6     3
88732374 734964507  48959   80    6     1
730555752 2310469933  38953   9339    6     1
730555789 19068949  46259   9339    6     1
3271422639 2579592661  41722   80    6     2
1956923016 23806291  25245   443    6     3
3525221515 1130475110  443   63539    6     17
840550606 23482282  57180   80    6     1
1177234874 736139482  2802   75    17     1
1113881023 2612431241  18839   80    6     2
1455996514 2846860838  59233   1113    17     2
474960277 23515526  53886   443    6     1
730555792 27136379  21661   9339    6     1
3525132146 3504995969  80   59707    6     1
3639687403 731118654  80   59333    6     2
730555795 17802978  2540   9339    6     1
3646080770 3326272533  53   60534    17     1
1697831935 100426821  51127   8000    6     1
227473354 26885383  50281   9339    6     1
730555771 17038160  58384   9339    6     1
730555753 16881078  10670   9339    6     1
730555762 26617408  19468   9339    6     1
1956923763 16847397  54184   9339    6     1
3313248797 66786779  64263   80    6     1
1255876673 3547002473  51036   80    6     2
730555664 99665261  17935   9339    6     1
730555767 16962131  29291   9339    6     1
730555769 1797105836  52466   9339    6     1
731208307 737993003  55318   80    6     2
1783899860 19261681  14649   9339    6     1
1805944404 1797126337  39674   80    6     1
3377063275 734972696  60723   80    6     2
3545389526 16786571  55000   5558    17     1
2579627224 1130475074  443   36691    6     1
2313526492 3504996151  59225   443    6     1
3696224695 99826132  12906   443    6     1
2270967467 602983415  47007   443    6     1
730555813 2310507058  59991   9339    6     1
730555798 26425636  1211   9339    6     1
730555767 99651588  65100   9339    6     1
2579601275 3710835892  80   46238    6     1
2748879978 737089698  10701   80    6     1
314048705 18990503  36386   443    6     2
2076782460 23907195  34621   443    6     1
2444379861 2612429372  54011   80    6     1
730555775 26872452  26514   9339    6     1
730555746 17038160  14851   9339    6     1
1273756728 734964507  55089   80    6     1
3623954592 2443629398  443   54058    6     1
730555807 19012239  44975   9339    6     1
1865931299 2637498115  49858   5938    6     1
730555661 16962131  45254   9339    6     2
391079050 100424964  47513   80    6     1
1762919545 3504996201  52783   443    6     5
730555773 16881078  57543   9339    6     2
2634086996 1102628617  5289   53    17     1
2169002978 2579574612  38564   443    6     2
3561106473 23906324  51648   80    6     1
730555019 17802978  14694   9339    6     1
241156109 722852072  52852   80    6     1
730555656 16920503  50859   9339    6     1
3623946901 3328970444  55745   53    17     1
3483965850 2310409646  15151   443    6     1
3298130149 23472079  33484   443    6     1
1838352478 99651588  56546   9339    6     1
3089132614 3692029686  46847   53    17     1
730555762 16932734  17936   9339    6     1
1181637273 1093330062  57485   80    6     1
730555762 17573443  8057   9339    6     1
3717716377 1158353764  38796   443    6     1
3537759997 3548110350  29947   53    17     1
3562362355 65816966  12743   80    6     1
1817150616 734964507  23993   80    6     2
2122104808 2579574724  40353   443    6     1
1805949155 23118342  49836   80    6     1
1888049678 60810867  57274   443    6     4
730555802 2310461246  4508   9339    6     1
1805950048 21764586  55352   80    6     1
2206631140 2579574381  61391   443    6     4
2169002947 2579574614  44456   443    6     1
730555747 26425636  64167   9339    6     2
1864759836 26285096  42385   80    6     1
2498928807 1712226685  48572   80    6     2
172738548 23494145  55231   80    6     1
3691266323 737096481  15471   443    6     2
730555820 26699966  47491   9339    6     10
2472683329 3327651318  80   31911    6     4
2127052859 19076232  34932   9339    6     1
730555663 16918200  32012   9339    6     1
1805944612 23520610  50925   80    6     1
1805949397 24091167  34169   80    6     1
730555663 21792296  59735   9339    6     1
2015110396 3710835768  56171   443    6     1
1865124538 602983415  34659   443    6     1
730975391 2579574364  38839   443    6     1
730555771 17573443  58966   9339    6     1
3696072698 734964507  32685   80    6     3
1184980438 3530315443  63338   80    6     2
730555789 19114671  62494   9339    6     1
1719636423 3693459033  42948   53    17     1
2011862240 23483947  5955   443    6     1
1265917751 737993122  55602   443    6     1
2134298639 3710836094  58042   80    6     2
730555786 16920503  10642   9339    6     1
2153053017 22137025  13405   443    6     2
736830689 23905526  34144   80    6     1
730555755 26425636  55823   9339    6     1
1968924406 52983762  60346   443    6     1
205443584 98886820  24881   16938    17     2
3481810952 23111433  5751   443    6     5
730555789 16794434  17500   9339    6     1
3123132465 3530315443  26318   80    6     2
730555801 26872452  7532   9339    6     1
1704055302 100426821  52612   8000    6     4
730555769 16962131  50560   9339    6     1
1838352616 19068949  7234   9339    6     3
3588186618 602983370  17373   443    6     1
3481974655 23111367  47692   443    6     90
1783899791 16851627  63638   9339    6     1
662414129 958620021  16600   56955    17     1
730555747 26951074  15735   9339    6     1
3394354770 2310532384  55406   443    6     1
1783899899 16851627  56878   9339    6     1
1113880761 3530304411  12515   80    6     1
1190675908 2612430335  3686   80    6     2
730555785 17807025  61595   9339    6     1
2579607787 3674126610  80   39066    6     47
2579605440 737993041  47746   443    6     8
530871786 723818891  38843   443    6     5
730555813 26880108  15198   9339    6     1
2134302588 2579574645  51327   443    6     2
1838352614 23563012  12299   9339    6     1
2411455447 3722029020  10270   80    6     1
730555793 1797105836  31452   9339    6     1
730555766 17573443  11878   9339    6     1
2153006474 736909637  28945   443    6     1
2153006655 22058569  34950   9339    6     3
3327649877 731294818  63477   80    6     2
730555752 16922196  48069   9339    6     1
1232069819 17822131  20184   9339    6     1
1158462972 3328289004  80   35193    6     2
730555767 26425636  8718   9339    6     1
1586512640 100432183  62813   80    6     2
730555764 16962131  15065   9339    6     1
730555769 26425636  40855   9339    6     1
2579601268 3504995927  80   43068    6     3
3619443799 602983371  52337   443    6     2
3377063275 734962462  60717   80    6     2
1690032111 3547002473  49992   80    6     1
730555764 17573443  5251   9339    6     2
1661394559 66650892  51386   4244    6     1
730555656 26425636  13361   9339    6     1
1719636423 3693459033  20546   53    17     1
1115714557 2472883261  50151   443    6     4
730555656 1797105836  31912   9339    6     5
730555769 22738387  53891   9339    6     1
730555763 16962131  60524   9339    6     1
730555770 26651413  13696   9339    6     1
3327841068 3524333798  443   61283    6     2
1946027310 24904001  46102   443    6     1
1783899795 19325884  26269   9339    6     1
2153053100 65858544  45671   80    6     1
730555665 2310461246  1538   9339    6     1
2127053150 23513323  39887   443    6     1
64902872 1875660614  443   62026    6     1
731593291 3504995983  0   8384    1     1
3494766668 2579574489  45400   11640    17     1
2182835719 737092125  32084   80    6     1
1755610964 100426821  46766   8000    6     4
2150277554 23111478  20531   443    6     3
666064004 2637498115  1055   5938    6     1
730555744 23563012  24413   9339    6     1
730555016 27136379  34406   9339    6     1
2319926565 602983415  63493   443    6     1
3088415618 3547001406  80   40148    6     2
1878101655 3530305953  49747   80    6     1
1671310342 19794779  53343   8100    6     2
2184178896 67028749  52427   443    6     1
483185810 1875764384  50814   58208    6     1
3328935410 2195919350  54297   6881    6     10
604321378 65931068  50732   443    6     1
2184736036 23131498  63442   443    6     1
3480942597 3722028907  19172   80    6     1
730555794 16918200  54028   9339    6     2
730555782 17802978  12972   9339    6     1
1838352451 17038160  54012   9339    6     1
3694410730 3547002475  64773   80    6     1
3691266332 1797190470  8557   443    6     1
1886323405 23111478  10604   443    6     1
3575236664 17361008  5186   9050    6     1
3483964222 23483422  51255   443    6     1
730555789 16794434  59033   9339    6     1
666331338 19313222  60952   9339    6     1
730555753 19114671  34114   9339    6     1
2315442217 602983408  11240   443    6     1
2388362387 370873906  56142   23    6     1
3637524383 1177836035  61616   3492    6     1
3757800673 2579592541  35841   80    6     1
3524543010 721987923  49615   80    6     1
1864761588 1240508413  56951   80    6     15
1185612250 97516102  49589   80    6     2
3691266306 2250677101  14315   80    6     1
730555762 24038194  23613   9339    6     1
730555822 26886092  35233   9339    6     1
867233576 3637458322  5222   29039    6     1
1230186962 3547002475  57126   80    6     1
1864759769 1797029260  53485   80    6     7
3088415618 3547001420  80   34710    6     2
2153005859 19041599  13913   9339    6     1
1158455552 3710835953  36543   80    6     1
3465916098 66047171  57128   4234    6     1
2153051738 19290427  20585   9339    6     1
730555800 17573443  60493   9339    6     1
344508448 24931993  30277   80    6     1
1113880686 3547002473  22921   80    6     1
23887029 23905357  14885   80    6     10
730555771 22100091  771   24043    1     1
1115714557 731106902  30854   443    6     4
289586361 2638135660  11192   3340    17     1
2184235863 22138526  36812   80    6     1
1958184303 23522937  53115   3011    6     2
730555783 22738387  25332   9339    6     1
2276166341 2579574631  51312   443    6     1
2651476693 23116452  54018   80    6     1
730555777 736977147  49994   9339    6     1
3537759999 100422205  14927   53    17     1
1838352616 16851627  62979   9339    6     1
1225591742 1714138798  55679   443    6     1
938080004 498860632  53   31499    17     1
730555818 19089274  36049   9339    6     1
730555822 26880108  40463   9339    6     2
3694076217 734965110  33665   80    6     2
2535879923 734964507  58728   80    6     3
1783899909 19068949  28313   9339    6     1
1838352495 17573443  14398   9339    6     1
1256309284 721994282  30996   443    6     1
1920690494 2579574750  63755   53    17     1
1864759855 65970521  63869   443    6     1
94501313 737992836  50483   80    6     2
1689374132 2637498117  65272   5938    6     1
730555777 19207164  52932   9339    6     1
3402454989 2310526448  14882   80    6     1
3617878535 602983365  33367   8000    6     1
3691298121 19664705  43   39679    6     6
1688036554 3633623893  44861   8899    50     1
2463253587 734962761  34156   80    6     2
1864748946 59443739  58222   80    6     1
206701989 100426821  49174   8004    6     2
2515539092 722001634  28567   443    6     1
1206918492 1115625950  29303   53    17     1
685793260 3547002475  22978   80    6     1
730555663 19261681  6295   9339    6     1
730555781 17802978  55947   1863    6     1
730555798 19114671  3242   9339    6     1
2476397510 67026038  61331   443    6     2
1996560627 19674620  40349   443    6     2
1980345927 373214980  39357   23    6     1
475420239 23489006  52788   443    6     2
730555656 19033841  40991   9339    6     1
2543912336 1875764324  42548   8888    17     1
849264730 24088767  9487   80    6     1
730555817 19012239  33559   9339    6     1
2332295183 721999114  0   32772    1     1
730555751 17807025  50668   9339    6     1
836107210 1714138906  26305   80    6     3
3548110315 3326272533  53   62926    17     1
3481841765 23111367  43546   443    6     6
1429421147 655754716  63263   53    17     1
730555791 22738387  30390   9339    6     1
367385223 1875764320  10304   14920    17     1
2055535303 1225160010  7686   8999    17     1
2150540498 2300813222  27786   64105    17     1
2439826635 1121463759  54517   80    6     1
1688201107 3327463661  34250   80    6     1
3639307286 59079533  443   33309    6     1
2047746768 24904695  63246   80    6     1
730555807 19327657  56621   9339    6     2
2153011578 1797115518  55362   443    6     1
722669463 3710835954  51155   80    6     30
1805944603 23492851  42474   80    6     1
1968921950 23810798  50613   443    6     1
1813803442 1148888279  27095   53    17     1
2817837786 66731062  61687   80    6     1
982704126 1875764378  10537   54203    17     1
2186112226 737147068  44880   80    6     1
1838352470 16881078  7553   9339    6     1
1158462972 98883207  80   50523    6     3
1275166304 3547002473  49551   80    6     3
2051627567 1797168413  59339   443    6     2
1783899899 16881078  41505   9339    6     1
3351644347 721978123  62179   443    6     1
1617131217 26340297  9671   8253    6     2
3341189605 20986112  62504   80    6     1
2116457170 66629328  33961   443    6     3
730555814 16842478  33522   9339    6     20
730555754 16794068  2807   9339    6     1
1875663765 1149164563  11879   443    6     1
3279184141 2579574500  44337   80    6     1
730555752 16920503  18490   9339    6     1
1825958815 737095359  60153   80    6     1
1155946163 3327015579  5060   5060    17     1
730555663 19114671  61344   9339    6     1
3692778521 65945852  31918   443    6     1
1783899909 16932734  4131   9339    6     1
730555657 17573443  27338   9339    6     1
730555771 2310469933  20653   9339    6     1
1450736488 1875764410  10207   58482    6     1
730555820 23570923  56247   9339    6     1
730555748 26872452  14787   9339    6     2
252761942 17036889  55000   5558    17     1
3479476338 2300586815  22180   28301    17     1
243765014 3693459033  53   58310    17     1
656863900 731294680  50482   80    6     1
183647732 26828781  60738   10050    6     1
1224771328 2579592685  36331   9050    6     4
2016014639 734964507  45269   80    6     1
1671311015 18975041  33166   8100    6     2
730555656 24038194  44755   9339    6     1
1125054601 1760528556  29989   64171    17     1
314049409 65938912  38702   443    6     4
180876239 24093412  38134   443    6     2
1838352470 16932734  43672   9339    6     1
2228833072 3376304419  62586   80    6     5
2218651789 100432183  57992   80    6     1
730555796 736977147  3366   9339    6     1
1642165324 3530305953  57876   80    6     2
1821131332 23472079  30899   443    6     1
1671310434 19847204  16411   8100    6     1
1377152264 2579574754  53   33760    17     1
1956940996 19060200  27293   9339    6     1
730555785 17038160  49465   9339    6     1
666235071 1797177520  1243   443    6     1
2390237139 602983408  55797   443    6     1
730555795 22738387  50915   9339    6     1
1783899870 21792296  27648   9339    6     1
1956915909 17767633  20791   9339    6     1
2987480757 736888496  53043   80    6     1
730555810 99665261  42874   9339    6     1
1783900014 19207164  56073   9339    6     2
